brand,model,year,price,mileage,fuel_type,transmission,engine_size,color,url,description,type,warranty,features,safety_features,tech_features,comfort_features,dealer_location,availability,delivery_time
Acura,Unknown Model,2024,"$96,633",0 km,Plug-in Hybrid,Dual-Clutch,3.6L,Purple,https://www.contactcars.com/en/new-cars/acura/unknown-model-2024,"Brand new 2024 Acura Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"10-Year/100,000-Mile Limited Warranty","Tire Pressure Monitoring, Traction Control, Adaptive Cruise Control, Parking Sensors, Ambient Lighting, Satellite Navigation, USB-C Ports, Bluetooth Connectivity, Premium Sound System, Android Auto, Head-Up Display, Voice Recognition, Memory Seats, Power Windows, Heated Steering Wheel, Heated Seats","Tire Pressure Monitoring, Traction Control, Adaptive Cruise Control, Parking Sensors","Ambient Lighting, Satellite Navigation, USB-C Ports, Bluetooth Connectivity, Premium Sound System, Android Auto, Head-Up Display, Voice Recognition","Memory Seats, Power Windows, Heated Steering Wheel, Heated Seats",ContactCars Acura Showroom,Coming Soon,2-4 weeks
Rolls-Royce,Unknown Model,2024,"$322,991",0 km,Diesel,Automatic,1.1L,Purple,https://www.contactcars.com/en/new-cars/rolls-royce/unknown-model-2024,"Brand new 2024 Rolls-Royce Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"10-Year/100,000-Mile Limited Warranty","Adaptive Cruise Control, Tire Pressure Monitoring, Automatic Emergency Braking, Forward Collision Warning, Bluetooth Connectivity, Ambient Lighting, USB-C Ports, Panoramic Sunroof, Wireless Smartphone Integration, Head-Up Display, Gesture Control, Satellite Navigation, Wi-Fi Hotspot, Power Seats, Remote Start, Heated Seats, Heated Steering Wheel, Power Windows","Adaptive Cruise Control, Tire Pressure Monitoring, Automatic Emergency Braking, Forward Collision Warning","Bluetooth Connectivity, Ambient Lighting, USB-C Ports, Panoramic Sunroof, Wireless Smartphone Integration, Head-Up Display, Gesture Control, Satellite Navigation, Wi-Fi Hotspot","Power Seats, Remote Start, Heated Seats, Heated Steering Wheel, Power Windows",ContactCars Rolls-Royce Showroom,Coming Soon,Immediate
Maybach,Unknown Model,2024,"$115,582",0 km,Plug-in Hybrid,Dual-Clutch,4.7L,Red,https://www.contactcars.com/en/new-cars/maybach/unknown-model-2024,"Brand new 2024 Maybach Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"6-Year/70,000-Mile Extended Warranty","Traction Control, Parking Sensors, Automatic Emergency Braking, Wi-Fi Hotspot, Wireless Charging, Digital Instrument Cluster, Voice Recognition, Dual-Zone Climate, Auto-Dimming Mirrors, Heated Seats, Keyless Entry","Traction Control, Parking Sensors, Automatic Emergency Braking","Wi-Fi Hotspot, Wireless Charging, Digital Instrument Cluster, Voice Recognition","Dual-Zone Climate, Auto-Dimming Mirrors, Heated Seats, Keyless Entry",ContactCars Maybach Showroom,Coming Soon,1-2 weeks
Lincoln,Unknown Model,2024,"$66,928",0 km,Plug-in Hybrid,Automatic,2.8L,Red,https://www.contactcars.com/en/new-cars/lincoln/unknown-model-2024,"Brand new 2024 Lincoln Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"6-Year/70,000-Mile Extended Warranty","Electronic Stability Control, Rear Cross Traffic Alert, Lane Departure Warning, Anti-lock Braking System, Digital Instrument Cluster, Premium Sound System, Apple CarPlay, Android Auto, Head-Up Display, Wi-Fi Hotspot, Heated Steering Wheel, Dual-Zone Climate, Power Mirrors, Remote Start, Push-Button Start, Rain-Sensing Wipers, Memory Seats, Keyless Entry","Electronic Stability Control, Rear Cross Traffic Alert, Lane Departure Warning, Anti-lock Braking System","Digital Instrument Cluster, Premium Sound System, Apple CarPlay, Android Auto, Head-Up Display, Wi-Fi Hotspot","Heated Steering Wheel, Dual-Zone Climate, Power Mirrors, Remote Start, Push-Button Start, Rain-Sensing Wipers, Memory Seats, Keyless Entry",ContactCars Lincoln Showroom,Available for Order,2-4 weeks
Mitsubishi,Unknown Model,2024,"$65,798",0 km,Gasoline,CVT,5.3L,Red,https://www.contactcars.com/en/new-cars/mitsubishi/unknown-model-2024,"Brand new 2024 Mitsubishi Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"8-Year/100,000-Mile Battery Warranty (Electric)","Forward Collision Warning, Blind Spot Monitoring, Automatic Emergency Braking, 360-Degree Camera, Digital Instrument Cluster, Wi-Fi Hotspot, USB-C Ports, Satellite Navigation, Voice Recognition, Wireless Smartphone Integration, Wireless Charging, Power Seats, Heated Seats, Ventilated Seats","Forward Collision Warning, Blind Spot Monitoring, Automatic Emergency Braking, 360-Degree Camera","Digital Instrument Cluster, Wi-Fi Hotspot, USB-C Ports, Satellite Navigation, Voice Recognition, Wireless Smartphone Integration, Wireless Charging","Power Seats, Heated Seats, Ventilated Seats",ContactCars Mitsubishi Showroom,Coming Soon,1-2 weeks
Subaru,Unknown Model,2024,"$77,718",0 km,Hybrid,CVT,4.0L,White,https://www.contactcars.com/en/new-cars/subaru/unknown-model-2024,"Brand new 2024 Subaru Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"3-Year/36,000-Mile Basic Warranty","Automatic Emergency Braking, Anti-lock Braking System, Rear Cross Traffic Alert, Parking Sensors, Voice Recognition, Head-Up Display, Ambient Lighting, Satellite Navigation, Premium Sound System, Wireless Charging, Apple CarPlay, Bluetooth Connectivity, Wireless Smartphone Integration, Push-Button Start, Power Windows, Rain-Sensing Wipers, Ventilated Seats, Climate Control, Memory Seats","Automatic Emergency Braking, Anti-lock Braking System, Rear Cross Traffic Alert, Parking Sensors","Voice Recognition, Head-Up Display, Ambient Lighting, Satellite Navigation, Premium Sound System, Wireless Charging, Apple CarPlay, Bluetooth Connectivity, Wireless Smartphone Integration","Push-Button Start, Power Windows, Rain-Sensing Wipers, Ventilated Seats, Climate Control, Memory Seats",ContactCars Subaru Showroom,Coming Soon,1-2 weeks
Corvette,Unknown Model,2024,"$72,453",0 km,Plug-in Hybrid,Automatic,4.2L,Red,https://www.contactcars.com/en/new-cars/corvette/unknown-model-2024,"Brand new 2024 Corvette Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"8-Year/100,000-Mile Battery Warranty (Electric)","Blind Spot Monitoring, Forward Collision Warning, Tire Pressure Monitoring, Traction Control, Electronic Stability Control, Rear Cross Traffic Alert, Anti-lock Braking System, Head-Up Display, Wireless Charging, Voice Recognition, Wireless Smartphone Integration, Premium Sound System, Panoramic Sunroof, Gesture Control, Keyless Entry, Remote Start, Dual-Zone Climate, Memory Seats, Climate Control","Blind Spot Monitoring, Forward Collision Warning, Tire Pressure Monitoring, Traction Control, Electronic Stability Control, Rear Cross Traffic Alert, Anti-lock Braking System","Head-Up Display, Wireless Charging, Voice Recognition, Wireless Smartphone Integration, Premium Sound System, Panoramic Sunroof, Gesture Control","Keyless Entry, Remote Start, Dual-Zone Climate, Memory Seats, Climate Control",ContactCars Corvette Showroom,Coming Soon,Immediate
Lincoln,Unknown Model,2024,"$117,638",0 km,Diesel,CVT,4.8L,Yellow,https://www.contactcars.com/en/new-cars/lincoln/unknown-model-2024,"Brand new 2024 Lincoln Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"8-Year/100,000-Mile Battery Warranty (Electric)","Rear Cross Traffic Alert, Electronic Stability Control, 360-Degree Camera, Adaptive Cruise Control, Satellite Navigation, Android Auto, Voice Recognition, Panoramic Sunroof, Climate Control, Auto-Dimming Mirrors, Heated Seats, Memory Seats, Push-Button Start","Rear Cross Traffic Alert, Electronic Stability Control, 360-Degree Camera, Adaptive Cruise Control","Satellite Navigation, Android Auto, Voice Recognition, Panoramic Sunroof","Climate Control, Auto-Dimming Mirrors, Heated Seats, Memory Seats, Push-Button Start",ContactCars Lincoln Showroom,In Stock,2-4 weeks
Vauxhall,Unknown Model,2024,"$105,193",0 km,Hybrid,CVT,4.5L,Yellow,https://www.contactcars.com/en/new-cars/vauxhall/unknown-model-2024,"Brand new 2024 Vauxhall Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"5-Year/60,000-Mile Powertrain Warranty","Adaptive Cruise Control, Blind Spot Monitoring, Electronic Stability Control, Automatic Emergency Braking, Ambient Lighting, Gesture Control, Wireless Charging, Wi-Fi Hotspot, Android Auto, Bluetooth Connectivity, Apple CarPlay, USB-C Ports, Digital Instrument Cluster, Remote Start, Power Windows, Heated Steering Wheel","Adaptive Cruise Control, Blind Spot Monitoring, Electronic Stability Control, Automatic Emergency Braking","Ambient Lighting, Gesture Control, Wireless Charging, Wi-Fi Hotspot, Android Auto, Bluetooth Connectivity, Apple CarPlay, USB-C Ports, Digital Instrument Cluster","Remote Start, Power Windows, Heated Steering Wheel",ContactCars Vauxhall Showroom,Available for Order,Immediate
Mazda,Unknown Model,2024,"$83,850",0 km,Diesel,Manual,3.6L,Purple,https://www.contactcars.com/en/new-cars/mazda/unknown-model-2024,"Brand new 2024 Mazda Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,Lifetime Powertrain Warranty,"Traction Control, Tire Pressure Monitoring, Blind Spot Monitoring, 360-Degree Camera, Automatic Emergency Braking, Voice Recognition, Bluetooth Connectivity, Apple CarPlay, Wireless Smartphone Integration, Panoramic Sunroof, Digital Instrument Cluster, USB-C Ports, Head-Up Display, Satellite Navigation, Rain-Sensing Wipers, Remote Start, Dual-Zone Climate, Keyless Entry, Power Mirrors, Memory Seats, Power Seats","Traction Control, Tire Pressure Monitoring, Blind Spot Monitoring, 360-Degree Camera, Automatic Emergency Braking","Voice Recognition, Bluetooth Connectivity, Apple CarPlay, Wireless Smartphone Integration, Panoramic Sunroof, Digital Instrument Cluster, USB-C Ports, Head-Up Display, Satellite Navigation","Rain-Sensing Wipers, Remote Start, Dual-Zone Climate, Keyless Entry, Power Mirrors, Memory Seats, Power Seats",ContactCars Mazda Showroom,Coming Soon,2-4 weeks
Saab,Unknown Model,2024,"$99,047",0 km,Plug-in Hybrid,Automatic,2.4L,Blue,https://www.contactcars.com/en/new-cars/saab/unknown-model-2024,"Brand new 2024 Saab Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"8-Year/100,000-Mile Battery Warranty (Electric)","Blind Spot Monitoring, Rear Cross Traffic Alert, Forward Collision Warning, Lane Departure Warning, Wi-Fi Hotspot, Wireless Smartphone Integration, Gesture Control, Panoramic Sunroof, Power Seats, Memory Seats, Dual-Zone Climate, Keyless Entry, Heated Steering Wheel","Blind Spot Monitoring, Rear Cross Traffic Alert, Forward Collision Warning, Lane Departure Warning","Wi-Fi Hotspot, Wireless Smartphone Integration, Gesture Control, Panoramic Sunroof","Power Seats, Memory Seats, Dual-Zone Climate, Keyless Entry, Heated Steering Wheel",ContactCars Saab Showroom,Coming Soon,1-2 weeks
Ram,Unknown Model,2024,"$37,829",0 km,Gasoline,Automatic,3.7L,Orange,https://www.contactcars.com/en/new-cars/ram/unknown-model-2024,"Brand new 2024 Ram Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"10-Year/100,000-Mile Limited Warranty","Electronic Stability Control, Adaptive Cruise Control, Rear Cross Traffic Alert, 360-Degree Camera, Parking Sensors, Head-Up Display, Wireless Charging, Ambient Lighting, Voice Recognition, Panoramic Sunroof, Apple CarPlay, Dual-Zone Climate, Push-Button Start, Ventilated Seats, Auto-Dimming Mirrors, Heated Steering Wheel, Memory Seats, Power Seats","Electronic Stability Control, Adaptive Cruise Control, Rear Cross Traffic Alert, 360-Degree Camera, Parking Sensors","Head-Up Display, Wireless Charging, Ambient Lighting, Voice Recognition, Panoramic Sunroof, Apple CarPlay","Dual-Zone Climate, Push-Button Start, Ventilated Seats, Auto-Dimming Mirrors, Heated Steering Wheel, Memory Seats, Power Seats",ContactCars Ram Showroom,In Stock,1-2 weeks
Ferrari,Unknown Model,2024,"$329,587",0 km,Plug-in Hybrid,Automatic,3.3L,Silver,https://www.contactcars.com/en/new-cars/ferrari/unknown-model-2024,"Brand new 2024 Ferrari Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"10-Year/100,000-Mile Limited Warranty","Lane Departure Warning, Anti-lock Braking System, Rear Cross Traffic Alert, Blind Spot Monitoring, Automatic Emergency Braking, Premium Sound System, Voice Recognition, Wi-Fi Hotspot, Gesture Control, Ambient Lighting, Wireless Charging, USB-C Ports, Bluetooth Connectivity, Apple CarPlay, Power Mirrors, Power Seats, Ventilated Seats","Lane Departure Warning, Anti-lock Braking System, Rear Cross Traffic Alert, Blind Spot Monitoring, Automatic Emergency Braking","Premium Sound System, Voice Recognition, Wi-Fi Hotspot, Gesture Control, Ambient Lighting, Wireless Charging, USB-C Ports, Bluetooth Connectivity, Apple CarPlay","Power Mirrors, Power Seats, Ventilated Seats",ContactCars Ferrari Showroom,In Stock,Immediate
McLaren,Unknown Model,2024,"$89,615",0 km,Diesel,Manual,6.1L,Gray,https://www.contactcars.com/en/new-cars/mclaren/unknown-model-2024,"Brand new 2024 McLaren Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,"6-Year/70,000-Mile Extended Warranty","Anti-lock Braking System, Blind Spot Monitoring, Parking Sensors, Wireless Smartphone Integration, Premium Sound System, Gesture Control, Ambient Lighting, Head-Up Display, Voice Recognition, Dual-Zone Climate, Rain-Sensing Wipers, Ventilated Seats, Keyless Entry","Anti-lock Braking System, Blind Spot Monitoring, Parking Sensors","Wireless Smartphone Integration, Premium Sound System, Gesture Control, Ambient Lighting, Head-Up Display, Voice Recognition","Dual-Zone Climate, Rain-Sensing Wipers, Ventilated Seats, Keyless Entry",ContactCars McLaren Showroom,Available for Order,4-8 weeks
Infiniti,Unknown Model,2024,"$38,646",0 km,Hydrogen,Automatic,1.4L,Green,https://www.contactcars.com/en/new-cars/infiniti/unknown-model-2024,"Brand new 2024 Infiniti Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,Lifetime Powertrain Warranty,"360-Degree Camera, Adaptive Cruise Control, Lane Departure Warning, Parking Sensors, Forward Collision Warning, Electronic Stability Control, Tire Pressure Monitoring, Rear Cross Traffic Alert, USB-C Ports, Apple CarPlay, Ambient Lighting, Digital Instrument Cluster, Gesture Control, Satellite Navigation, Bluetooth Connectivity, Heated Steering Wheel, Power Windows, Rain-Sensing Wipers, Ventilated Seats","360-Degree Camera, Adaptive Cruise Control, Lane Departure Warning, Parking Sensors, Forward Collision Warning, Electronic Stability Control, Tire Pressure Monitoring, Rear Cross Traffic Alert","USB-C Ports, Apple CarPlay, Ambient Lighting, Digital Instrument Cluster, Gesture Control, Satellite Navigation, Bluetooth Connectivity","Heated Steering Wheel, Power Windows, Rain-Sensing Wipers, Ventilated Seats",ContactCars Infiniti Showroom,Available for Order,Immediate
Pontiac,Unknown Model,2024,"$98,715",0 km,Gasoline,Dual-Clutch,1.4L,Purple,https://www.contactcars.com/en/new-cars/pontiac/unknown-model-2024,"Brand new 2024 Pontiac Unknown Model. Zero kilometers, full warranty, latest features and technology.",New Car,Lifetime Powertrain Warranty,"Electronic Stability Control, 360-Degree Camera, Blind Spot Monitoring, Wireless Charging, Bluetooth Connectivity, Premium Sound System, Wireless Smartphone Integration, Apple CarPlay, Digital Instrument Cluster, Satellite Navigation, Rain-Sensing Wipers, Push-Button Start, Power Seats, Climate Control, Heated Steering Wheel, Keyless Entry","Electronic Stability Control, 360-Degree Camera, Blind Spot Monitoring","Wireless Charging, Bluetooth Connectivity, Premium Sound System, Wireless Smartphone Integration, Apple CarPlay, Digital Instrument Cluster, Satellite Navigation","Rain-Sensing Wipers, Push-Button Start, Power Seats, Climate Control, Heated Steering Wheel, Keyless Entry",ContactCars Pontiac Showroom,Coming Soon,4-8 weeks
Volkswagen,ID.4,2024,"$69,105",0 km,Hydrogen,Dual-Clutch,3.4L,White,https://www.contactcars.com/en/new-cars/volkswagen/id.4-2024,"Brand new 2024 Volkswagen ID.4. Zero kilometers, full warranty, latest features and technology.",New Car,"5-Year/60,000-Mile Powertrain Warranty","Forward Collision Warning, Adaptive Cruise Control, Lane Departure Warning, Traction Control, 360-Degree Camera, Electronic Stability Control, Rear Cross Traffic Alert, Anti-lock Braking System, Satellite Navigation, Bluetooth Connectivity, USB-C Ports, Voice Recognition, Android Auto, Gesture Control, Climate Control, Rain-Sensing Wipers, Power Mirrors, Remote Start, Heated Steering Wheel","Forward Collision Warning, Adaptive Cruise Control, Lane Departure Warning, Traction Control, 360-Degree Camera, Electronic Stability Control, Rear Cross Traffic Alert, Anti-lock Braking System","Satellite Navigation, Bluetooth Connectivity, USB-C Ports, Voice Recognition, Android Auto, Gesture Control","Climate Control, Rain-Sensing Wipers, Power Mirrors, Remote Start, Heated Steering Wheel",ContactCars Volkswagen Showroom,In Stock,4-8 weeks
