brand,model,year,price,mileage,fuel_type,transmission,engine_size,color,url,description
Jeep,Unknown Model,2018,"$13,053","58,210 km",Diesel,CVT,4.4L,Green,https://www.contactcars.com/en/used-cars/jeep/unknown-model-2018,Excellent condition 2018 Jeep Unknown Model. Well maintained with full service history.
Bentley,Unknown Model,2016,"$64,728","130,477 km",Electric,Manual,4.3L,Silver,https://www.contactcars.com/en/used-cars/bentley/unknown-model-2016,Excellent condition 2016 Bentley Unknown Model. Well maintained with full service history.
Bentley,Unknown Model,2011,"$-129,271","135,095 km",Plug-in Hybrid,CVT,5.8L,Blue,https://www.contactcars.com/en/used-cars/bentley/unknown-model-2011,Excellent condition 2011 Bentley Unknown Model. Well maintained with full service history.
Volvo,Unknown Model,2014,$0,"119,955 km",Hybrid,Semi-Automatic,4.2L,Red,https://www.contactcars.com/en/used-cars/volvo/unknown-model-2014,Excellent condition 2014 Volvo Unknown Model. Well maintained with full service history.
Volkswagen,Polo,2019,"$16,731","63,208 km",Electric,Automatic,1.6L,Red,https://www.contactcars.com/en/used-cars/volkswagen/polo-2019,Excellent condition 2019 Volkswagen Polo. Well maintained with full service history.
Maybach,Unknown Model,2023,"$28,653","147,967 km",Electric,Semi-Automatic,3.6L,Blue,https://www.contactcars.com/en/used-cars/maybach/unknown-model-2023,Excellent condition 2023 Maybach Unknown Model. Well maintained with full service history.
Fiat,Unknown Model,2022,"$56,898","18,405 km",Electric,Semi-Automatic,5.6L,Gray,https://www.contactcars.com/en/used-cars/fiat/unknown-model-2022,Excellent condition 2022 Fiat Unknown Model. Well maintained with full service history.
Kia,Unknown Model,2020,"$42,891","36,342 km",Electric,Manual,2.9L,Black,https://www.contactcars.com/en/used-cars/kia/unknown-model-2020,Excellent condition 2020 Kia Unknown Model. Well maintained with full service history.
Acura,Unknown Model,2020,"$10,179","121,204 km",Plug-in Hybrid,Semi-Automatic,6.6L,Red,https://www.contactcars.com/en/used-cars/acura/unknown-model-2020,Excellent condition 2020 Acura Unknown Model. Well maintained with full service history.
Hyundai,Unknown Model,2014,$0,"34,580 km",Hybrid,Automatic,5.5L,Orange,https://www.contactcars.com/en/used-cars/hyundai/unknown-model-2014,Excellent condition 2014 Hyundai Unknown Model. Well maintained with full service history.
Land Rover,Unknown Model,2022,"$52,047","60,102 km",Gasoline,CVT,5.1L,Orange,https://www.contactcars.com/en/used-cars/land-rover/unknown-model-2022,Excellent condition 2022 Land Rover Unknown Model. Well maintained with full service history.
Ford,F-150,2021,"$15,578","27,608 km",Electric,CVT,1.1L,Yellow,https://www.contactcars.com/en/used-cars/ford/f-150-2021,Excellent condition 2021 Ford F-150. Well maintained with full service history.
Dodge,Unknown Model,2019,"$14,238","75,783 km",Hybrid,Automatic,2.0L,Yellow,https://www.contactcars.com/en/used-cars/dodge/unknown-model-2019,Excellent condition 2019 Dodge Unknown Model. Well maintained with full service history.
Suzuki,Unknown Model,2015,"$6,313","71,544 km",Plug-in Hybrid,Semi-Automatic,4.0L,Blue,https://www.contactcars.com/en/used-cars/suzuki/unknown-model-2015,Excellent condition 2015 Suzuki Unknown Model. Well maintained with full service history.
Scion,Unknown Model,2024,"$29,148","129,689 km",Plug-in Hybrid,CVT,1.2L,Red,https://www.contactcars.com/en/used-cars/scion/unknown-model-2024,Excellent condition 2024 Scion Unknown Model. Well maintained with full service history.
Volkswagen,Polo,2010,"$-10,215","51,205 km",Plug-in Hybrid,Semi-Automatic,4.2L,Blue,https://www.contactcars.com/en/used-cars/volkswagen/polo-2010,Excellent condition 2010 Volkswagen Polo. Well maintained with full service history.
Saab,Unknown Model,2013,"$-4,527","43,524 km",Electric,CVT,4.1L,Orange,https://www.contactcars.com/en/used-cars/saab/unknown-model-2013,Excellent condition 2013 Saab Unknown Model. Well maintained with full service history.
Buick,Unknown Model,2011,"$-23,381","51,816 km",Electric,Manual,3.2L,Red,https://www.contactcars.com/en/used-cars/buick/unknown-model-2011,Excellent condition 2011 Buick Unknown Model. Well maintained with full service history.
Pontiac,Unknown Model,2023,"$61,236","32,195 km",Gasoline,CVT,5.0L,Blue,https://www.contactcars.com/en/used-cars/pontiac/unknown-model-2023,Excellent condition 2023 Pontiac Unknown Model. Well maintained with full service history.
Lotus,Unknown Model,2011,"$-17,916","142,349 km",Diesel,Manual,4.7L,Orange,https://www.contactcars.com/en/used-cars/lotus/unknown-model-2011,Excellent condition 2011 Lotus Unknown Model. Well maintained with full service history.
Alfa Romeo,Tonale,2013,"$-3,149","97,835 km",Diesel,Manual,1.0L,Yellow,https://www.contactcars.com/en/used-cars/alfa-romeo/tonale-2013,Excellent condition 2013 Alfa Romeo Tonale. Well maintained with full service history.
Smart,Unknown Model,2019,"$13,505","43,201 km",Hybrid,Manual,4.8L,Green,https://www.contactcars.com/en/used-cars/smart/unknown-model-2019,Excellent condition 2019 Smart Unknown Model. Well maintained with full service history.
Subaru,Unknown Model,2024,"$68,691","17,135 km",Plug-in Hybrid,Semi-Automatic,4.9L,Silver,https://www.contactcars.com/en/used-cars/subaru/unknown-model-2024,Excellent condition 2024 Subaru Unknown Model. Well maintained with full service history.
Mazda,Unknown Model,2010,"$-6,084","103,504 km",Diesel,Manual,5.7L,Gray,https://www.contactcars.com/en/used-cars/mazda/unknown-model-2010,Excellent condition 2010 Mazda Unknown Model. Well maintained with full service history.
Hyundai,Unknown Model,2010,"$-6,895","22,391 km",Gasoline,CVT,6.4L,White,https://www.contactcars.com/en/used-cars/hyundai/unknown-model-2010,Excellent condition 2010 Hyundai Unknown Model. Well maintained with full service history.
Citroen,Unknown Model,2014,$0,"148,625 km",Diesel,Automatic,6.8L,Gray,https://www.contactcars.com/en/used-cars/citroen/unknown-model-2014,Excellent condition 2014 Citroen Unknown Model. Well maintained with full service history.
BMW,2 Series,2013,"$-11,220","122,343 km",Hybrid,Automatic,4.3L,Red,https://www.contactcars.com/en/used-cars/bmw/2-series-2013,Excellent condition 2013 BMW 2 Series. Well maintained with full service history.
Nissan,Unknown Model,2015,"$3,603","66,874 km",Electric,CVT,1.6L,Red,https://www.contactcars.com/en/used-cars/nissan/unknown-model-2015,Excellent condition 2015 Nissan Unknown Model. Well maintained with full service history.
Nissan,Unknown Model,2014,$0,"107,583 km",Electric,Semi-Automatic,2.7L,Gray,https://www.contactcars.com/en/used-cars/nissan/unknown-model-2014,Excellent condition 2014 Nissan Unknown Model. Well maintained with full service history.
Citroen,Unknown Model,2010,"$-19,650","53,888 km",Diesel,Automatic,2.7L,Black,https://www.contactcars.com/en/used-cars/citroen/unknown-model-2010,Excellent condition 2010 Citroen Unknown Model. Well maintained with full service history.
Renault,Unknown Model,2011,"$-15,373","24,038 km",Diesel,Manual,4.1L,Blue,https://www.contactcars.com/en/used-cars/renault/unknown-model-2011,Excellent condition 2011 Renault Unknown Model. Well maintained with full service history.
Suzuki,Unknown Model,2014,$0,"98,280 km",Hybrid,Automatic,2.8L,Black,https://www.contactcars.com/en/used-cars/suzuki/unknown-model-2014,Excellent condition 2014 Suzuki Unknown Model. Well maintained with full service history.
Alfa Romeo,Stelvio,2016,"$12,316","1,127 km",Gasoline,Semi-Automatic,6.4L,Green,https://www.contactcars.com/en/used-cars/alfa-romeo/stelvio-2016,Excellent condition 2016 Alfa Romeo Stelvio. Well maintained with full service history.
Hummer,Unknown Model,2015,"$6,500","72,651 km",Gasoline,Manual,5.3L,Yellow,https://www.contactcars.com/en/used-cars/hummer/unknown-model-2015,Excellent condition 2015 Hummer Unknown Model. Well maintained with full service history.
Saab,Unknown Model,2010,"$-19,768","19,049 km",Electric,Manual,6.9L,Orange,https://www.contactcars.com/en/used-cars/saab/unknown-model-2010,Excellent condition 2010 Saab Unknown Model. Well maintained with full service history.
Chrysler,Unknown Model,2024,"$21,405","22,419 km",Plug-in Hybrid,Semi-Automatic,6.1L,White,https://www.contactcars.com/en/used-cars/chrysler/unknown-model-2024,Excellent condition 2024 Chrysler Unknown Model. Well maintained with full service history.
Chevrolet,Camaro,2023,"$66,369","13,921 km",Hybrid,Semi-Automatic,4.2L,Blue,https://www.contactcars.com/en/used-cars/chevrolet/camaro-2023,Excellent condition 2023 Chevrolet Camaro. Well maintained with full service history.
Lamborghini,Unknown Model,2024,"$214,977","14,752 km",Hybrid,Manual,1.2L,Red,https://www.contactcars.com/en/used-cars/lamborghini/unknown-model-2024,Excellent condition 2024 Lamborghini Unknown Model. Well maintained with full service history.
Pontiac,Unknown Model,2017,"$10,277","10,934 km",Plug-in Hybrid,Automatic,6.1L,Black,https://www.contactcars.com/en/used-cars/pontiac/unknown-model-2017,Excellent condition 2017 Pontiac Unknown Model. Well maintained with full service history.
Pontiac,Unknown Model,2011,"$-5,038","129,254 km",Electric,Manual,3.7L,Red,https://www.contactcars.com/en/used-cars/pontiac/unknown-model-2011,Excellent condition 2011 Pontiac Unknown Model. Well maintained with full service history.
Fiat,Unknown Model,2020,"$30,353","18,367 km",Electric,Manual,5.6L,Black,https://www.contactcars.com/en/used-cars/fiat/unknown-model-2020,Excellent condition 2020 Fiat Unknown Model. Well maintained with full service history.
Ford,Explorer,2019,"$15,258","98,152 km",Diesel,Automatic,3.2L,White,https://www.contactcars.com/en/used-cars/ford/explorer-2019,Excellent condition 2019 Ford Explorer. Well maintained with full service history.
Skoda,Unknown Model,2019,"$24,539","33,230 km",Hybrid,Automatic,5.9L,Yellow,https://www.contactcars.com/en/used-cars/skoda/unknown-model-2019,Excellent condition 2019 Skoda Unknown Model. Well maintained with full service history.
Maybach,Unknown Model,2015,"$2,829","39,941 km",Gasoline,CVT,2.0L,Gray,https://www.contactcars.com/en/used-cars/maybach/unknown-model-2015,Excellent condition 2015 Maybach Unknown Model. Well maintained with full service history.
Audi,TT,2022,"$43,256","143,922 km",Gasoline,CVT,2.3L,Yellow,https://www.contactcars.com/en/used-cars/audi/tt-2022,Excellent condition 2022 Audi TT. Well maintained with full service history.
Subaru,Unknown Model,2018,"$16,398","75,390 km",Gasoline,CVT,1.9L,Red,https://www.contactcars.com/en/used-cars/subaru/unknown-model-2018,Excellent condition 2018 Subaru Unknown Model. Well maintained with full service history.
Seat,Unknown Model,2010,"$-6,574","115,042 km",Diesel,Semi-Automatic,4.0L,Red,https://www.contactcars.com/en/used-cars/seat/unknown-model-2010,Excellent condition 2010 Seat Unknown Model. Well maintained with full service history.
Skoda,Unknown Model,2010,"$-9,085","122,149 km",Hybrid,Automatic,2.6L,Black,https://www.contactcars.com/en/used-cars/skoda/unknown-model-2010,Excellent condition 2010 Skoda Unknown Model. Well maintained with full service history.
Tesla,Unknown Model,2022,"$13,858","74,673 km",Electric,Semi-Automatic,4.2L,White,https://www.contactcars.com/en/used-cars/tesla/unknown-model-2022,Excellent condition 2022 Tesla Unknown Model. Well maintained with full service history.
Maserati,Unknown Model,2016,"$13,573","82,378 km",Gasoline,Manual,4.5L,Orange,https://www.contactcars.com/en/used-cars/maserati/unknown-model-2016,Excellent condition 2016 Maserati Unknown Model. Well maintained with full service history.
Honda,Pilot,2024,"$26,500","123,441 km",Gasoline,Semi-Automatic,1.3L,Gray,https://www.contactcars.com/en/used-cars/honda/pilot-2024,Excellent condition 2024 Honda Pilot. Well maintained with full service history.
Land Rover,Unknown Model,2022,"$39,884","75,827 km",Electric,Manual,6.8L,Green,https://www.contactcars.com/en/used-cars/land-rover/unknown-model-2022,Excellent condition 2022 Land Rover Unknown Model. Well maintained with full service history.
Lamborghini,Unknown Model,2011,"$-127,322","56,019 km",Hybrid,Automatic,3.1L,Green,https://www.contactcars.com/en/used-cars/lamborghini/unknown-model-2011,Excellent condition 2011 Lamborghini Unknown Model. Well maintained with full service history.
Tesla,Unknown Model,2014,$0,"80,574 km",Diesel,Manual,2.6L,Green,https://www.contactcars.com/en/used-cars/tesla/unknown-model-2014,Excellent condition 2014 Tesla Unknown Model. Well maintained with full service history.
Scion,Unknown Model,2013,"$-3,088","143,630 km",Electric,Semi-Automatic,4.8L,Green,https://www.contactcars.com/en/used-cars/scion/unknown-model-2013,Excellent condition 2013 Scion Unknown Model. Well maintained with full service history.
Opel,Unknown Model,2022,"$15,190","142,197 km",Plug-in Hybrid,CVT,4.6L,White,https://www.contactcars.com/en/used-cars/opel/unknown-model-2022,Excellent condition 2022 Opel Unknown Model. Well maintained with full service history.
Suzuki,Unknown Model,2021,"$34,236","37,634 km",Hybrid,Semi-Automatic,3.0L,Blue,https://www.contactcars.com/en/used-cars/suzuki/unknown-model-2021,Excellent condition 2021 Suzuki Unknown Model. Well maintained with full service history.
Maybach,Unknown Model,2010,"$-27,348","68,372 km",Diesel,CVT,6.8L,Yellow,https://www.contactcars.com/en/used-cars/maybach/unknown-model-2010,Excellent condition 2010 Maybach Unknown Model. Well maintained with full service history.
Nissan,Unknown Model,2015,"$3,470","111,397 km",Plug-in Hybrid,Automatic,2.8L,Gray,https://www.contactcars.com/en/used-cars/nissan/unknown-model-2015,Excellent condition 2015 Nissan Unknown Model. Well maintained with full service history.
Kia,Unknown Model,2010,"$-19,607","62,359 km",Hybrid,Semi-Automatic,2.6L,Blue,https://www.contactcars.com/en/used-cars/kia/unknown-model-2010,Excellent condition 2010 Kia Unknown Model. Well maintained with full service history.
Maserati,Unknown Model,2022,"$14,658","88,381 km",Electric,Semi-Automatic,3.2L,White,https://www.contactcars.com/en/used-cars/maserati/unknown-model-2022,Excellent condition 2022 Maserati Unknown Model. Well maintained with full service history.
Volkswagen,Polo,2013,"$-4,166","85,244 km",Hybrid,Automatic,2.6L,Orange,https://www.contactcars.com/en/used-cars/volkswagen/polo-2013,Excellent condition 2013 Volkswagen Polo. Well maintained with full service history.
Buick,Unknown Model,2014,$0,"58,669 km",Plug-in Hybrid,Manual,6.1L,Green,https://www.contactcars.com/en/used-cars/buick/unknown-model-2014,Excellent condition 2014 Buick Unknown Model. Well maintained with full service history.
Chevrolet,Corvette,2012,"$-12,657","119,819 km",Plug-in Hybrid,Manual,6.6L,Gray,https://www.contactcars.com/en/used-cars/chevrolet/corvette-2012,Excellent condition 2012 Chevrolet Corvette. Well maintained with full service history.
Smart,Unknown Model,2010,"$-23,661","91,600 km",Hybrid,Automatic,3.7L,Yellow,https://www.contactcars.com/en/used-cars/smart/unknown-model-2010,Excellent condition 2010 Smart Unknown Model. Well maintained with full service history.
Smart,Unknown Model,2023,"$58,959","10,516 km",Electric,Manual,1.9L,Yellow,https://www.contactcars.com/en/used-cars/smart/unknown-model-2023,Excellent condition 2023 Smart Unknown Model. Well maintained with full service history.
Honda,Accord,2024,"$69,846","149,753 km",Gasoline,CVT,4.6L,Yellow,https://www.contactcars.com/en/used-cars/honda/accord-2024,Excellent condition 2024 Honda Accord. Well maintained with full service history.
Land Rover,Unknown Model,2022,"$36,194","5,010 km",Gasoline,Automatic,6.6L,Green,https://www.contactcars.com/en/used-cars/land-rover/unknown-model-2022,Excellent condition 2022 Land Rover Unknown Model. Well maintained with full service history.
Acura,Unknown Model,2012,"$-5,544","47,689 km",Gasoline,Semi-Automatic,3.3L,Blue,https://www.contactcars.com/en/used-cars/acura/unknown-model-2012,Excellent condition 2012 Acura Unknown Model. Well maintained with full service history.
